DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6100,SA230000004,1,WALNUT CREEK PRIMARY CLARIFIER-FLOW EQUALIZATION BASIN REHAB,,Capital Contracting Office,unknown,unknown,608453.71,608453.71,464021.38,12/29/2022,12/29/2025,15,Alt Proc Method (252),07/30/0022,49,Other Contracting,1,VS0000022307,"MGC CONTRACTORS, INC.",N/A,RFQS,6100,CLMA047,12/09/2024,MA6100SA2300000041VS0000022307
MA,6100,SA230000007,1,CENTER STREET PUMP STATION REPLACEMENT & ELECTRICAL IMPROV,,Capital Contracting Office,unknown,unknown,2247900.74,2247900.74,0,08/28/2023,08/31/2026,55,Pers / Prof / Plan Svcs (252),01/28/0023,8,Sole and Single Source,1,CAM0933250,CDM SMITH INC,N/A,RFQS,6100,CLMP336,12/09/2024,MA6100SA2300000071CAM0933250
MA,6100,SA230000012,2,BRACKENRIDGE GAS INSULATED SWITCHGEAR SUBSTATION REISSUE,,Capital Contracting Office,unknown,unknown,12537702.58,808617.6,0,07/07/2023,12/31/2026,15,Alt Proc Method (252),04/15/0023,1,Other Contracting,1,V00000980595,"JINGOLI POWER, LLC",N/A,RFQS,6100,CLMA036A,12/09/2024,MA6100SA2300000122V00000980595
MA,6100,SA230000013,1,CURB & GUTTERS - DATA COLLECTION AND ASSESSMENT 2023,,Capital Contracting Office,unknown,unknown,449953.02,449953.02,0,09/13/2023,09/30/2026,10,Competitive Acquisition,09/02/0023,24,Professional Services,1,V00000971415,"ROADWAY ASSET SERVICES, LLC",N/A,RFQS,6100,CLMP347,12/09/2024,MA6100SA2300000131V00000971415
MA,6200,GA220000012,8,ASPHALT EMULSION PRODUCTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,6250000,4183388.22,2754624.82,01/31/2022,01/30/2027,10,Competitive Acquisition,01/29/0022,14,Commodities (Goods),1,ERG8309949,ERGON ASPHALT & EMULSIONS INC,N/A,IFB,6200,PAT1049,12/09/2024,MA6200GA2200000128ERG8309949
MA,6200,NA190000137,8,PWD/MOWING CONTRACT FOR STREET & BRIDGE OPERATIONS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,4050000,2013499.51,1832871.04,06/11/2019,06/10/2025,10,Competitive Acquisition,06/08/0019,29,Non-Professional Services,1,V00000935211,ABESCAPE GROUP LLC,N/A,RFP,6200,CRR3000,12/09/2024,MA6200NA1900001378V00000935211
MA,6200,NA190000137,8,PWD/MOWING CONTRACT FOR STREET & BRIDGE OPERATIONS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,4050000,2013499.51,1832871.04,06/11/2019,06/10/2025,10,Competitive Acquisition,06/08/0019,29,Non-Professional Services,2,VC0000103523,"BRIGHTVIEW LANDSCAPE SERVICES, INC.",BRIGHTVIEW TREE CARE SERVICES,RFP,6200,CRR3000,12/09/2024,MA6200NA1900001378VC0000103523
MA,6200,NA190000137,8,PWD/MOWING CONTRACT FOR STREET & BRIDGE OPERATIONS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,4050000,2013499.51,1832871.04,06/11/2019,06/10/2025,10,Competitive Acquisition,06/08/0019,29,Non-Professional Services,4,VS0000004060,"UNITY CONTRACTOR SERVICES, INC",N/A,RFP,6200,CRR3000,12/09/2024,MA6200NA1900001378VS0000004060
MA,6200,NA190000137,8,PWD/MOWING CONTRACT FOR STREET & BRIDGE OPERATIONS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,4050000,2013499.51,1832871.04,06/11/2019,06/10/2025,10,Competitive Acquisition,06/08/0019,29,Non-Professional Services,3,VS0000036304,GREAT WESTERN MANAGED SERVICES CORPORATION,GWC,RFP,6200,CRR3000,12/09/2024,MA6200NA1900001378VS0000036304
MA,6200,NA210000104,7,REQUEST TO ESTABLISH TRUCKING/HAULING SERVICES CONTRACT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2940000,1643456.76,1359090.69,10/04/2021,09/04/2024,10,Competitive Acquisition,07/31/0021,68,Non-Professional Services,1,V00000925782,"LEWIS CLARK TRUCKING,  LLC",N/A,IFB,6200,JTH1001,12/09/2024,MA6200NA2100001047V00000925782
MA,6300,GA230000031,2,EROSION CONTROL ITEM PR FY2023-29999766 PAUL BUTLER,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,836380.8,2675,0,06/22/2023,06/21/2024,10,Competitive Acquisition,06/10/0023,27,Commodities (Goods),1,V00000964029,"FERGUSON US HOLDINGS, INC","FERGUSON ENTERPRISES, LLC",IFB,6300,MZJ1011,12/09/2024,MA6300GA2300000312V00000964029
MA,6300,NA230000096,1,MOWING AND GROUNDS MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,22400000,1725214.59,1064385.63,02/21/2023,02/20/2028,10,Competitive Acquisition,02/11/0023,13,Non-Professional Services,4,V00000916824,"PYRAMID CONTRACTING SERVICES, INC.",N/A,IFB,6300,SLW1072,12/09/2024,MA6300NA2300000961V00000916824
MA,6300,NA230000096,1,MOWING AND GROUNDS MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,22400000,1725214.59,1064385.63,02/21/2023,02/20/2028,10,Competitive Acquisition,02/11/0023,13,Non-Professional Services,2,V00000932848,CORZA CONSTRUCTION LLC,N/A,IFB,6300,SLW1072,12/09/2024,MA6300NA2300000961V00000932848
MA,6300,NA230000096,1,MOWING AND GROUNDS MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,22400000,1725214.59,1064385.63,02/21/2023,02/20/2028,10,Competitive Acquisition,02/11/0023,13,Non-Professional Services,5,V00000935211,ABESCAPE GROUP LLC,N/A,IFB,6300,SLW1072,12/09/2024,MA6300NA2300000961V00000935211
MA,6300,NA230000096,1,MOWING AND GROUNDS MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,22400000,1725214.59,1064385.63,02/21/2023,02/20/2028,10,Competitive Acquisition,02/11/0023,13,Non-Professional Services,1,V00000983289,INCIRCLE MANAGEMENT INC,INCIRCLE MANAGEMENT,IFB,6300,SLW1072,12/09/2024,MA6300NA2300000961V00000983289
MA,6300,NA230000096,1,MOWING AND GROUNDS MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,22400000,1725214.59,1064385.63,02/21/2023,02/20/2028,10,Competitive Acquisition,02/11/0023,13,Non-Professional Services,3,VS0000004060,"UNITY CONTRACTOR SERVICES, INC",N/A,IFB,6300,SLW1072,12/09/2024,MA6300NA2300000961VS0000004060
MA,7200,NA230000190,1,CAPACITY BUILDING AND TECHNICAL ASSISTANCE PROGRAM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,240000,225000,29870,07/24/2023,07/23/2024,10,Competitive Acquisition,07/22/0023,54,Non-Professional Services,2,GRE8301758,MISSION CAPITAL,N/A,RFP,7200,BJT3005,12/09/2024,MA7200NA2300001901GRE8301758
MA,7200,NA230000190,1,CAPACITY BUILDING AND TECHNICAL ASSISTANCE PROGRAM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,240000,225000,29870,07/24/2023,07/23/2024,10,Competitive Acquisition,07/22/0023,54,Non-Professional Services,3,V00000921257,WOOLLARD NICHOLS AND ASSOCIATES,N/A,RFP,7200,BJT3005,12/09/2024,MA7200NA2300001901V00000921257
MA,7200,NA230000190,1,CAPACITY BUILDING AND TECHNICAL ASSISTANCE PROGRAM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,240000,225000,29870,07/24/2023,07/23/2024,10,Competitive Acquisition,07/22/0023,54,Non-Professional Services,1,V00000959798,BLUE SKY INCUBATORS LLC,BLUE SKY PARTNERS,RFP,7200,BJT3005,12/09/2024,MA7200NA2300001901V00000959798
MA,7200,NN230000004,1,RENT (RELIEF OF EMERGENCY NEEDS FOR TENANTS) SOLICITATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,14240000,8000000,897674.3,07/21/2023,07/20/2024,10,Competitive Acquisition,07/22/0023,59,Non-Professional Services,1,ELB8311122,EL BUEN SAMARITANO EPISCOPAL MISSION,N/A,RFP,7200,BYS3027,12/09/2024,MA7200NN2300000041ELB8311122
MA,7400,NA230000164,1,3RD PARTY RECORDKEEPER ADMINISTRATION  SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0,0,0,05/31/2023,05/30/2028,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,GRE7169075,EMPOWER ANNUITY  INSURANCE COMPANY OF AMERICA,N/A,RFP,7400,JTH3027REBID,12/09/2024,MA7400NA2300001641GRE7169075
MA,7400,NA230000254,2,"AUDIT OF ACTUARIAL VALUATIONS, STUDIES AND REPORTS",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,65075,0,0,10/11/2023,10/10/2024,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000988214,ATHENA CONSULTING LLC,ATHENA ACTUARIAL CONSULTING OR ATHENA CONSULTING,RFP,7400,AVB3019,12/09/2024,MA7400NA2300002542V00000988214
MA,7400,NA240000003,1,"PROFESSIONAL CONTRACT MANAGEMENT, ADMINISTRATION, & SOW TRAI",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,120000,0,0,10/10/2023,10/09/2025,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000979572,"ROSE GROUP INTERNATIONAL, LLC",N/A,RFP,7400,ALD3041,12/09/2024,MA7400NA2400000031V00000979572
MA,7400,PA230000017,5,DEVELOPMENT ADVISOR,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1243000,1109000,60000,11/10/2022,11/09/2026,10,Competitive Acquisition,03/05/0023,13,Professional Services,1,V00000904379,CBRE INC,"CBRE, INC.",RFQS,7400,JTH4013,12/09/2024,MA7400PA2300000175V00000904379
MA,7500,NR200000004,10,CITYWIDE VENDING MACHINE SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0.01,0,0,05/28/2020,05/27/2024,10,Competitive Acquisition,,ADMIN,Non-Professional Services,2,V00000983928,"FRONTLINE FOOD SERVICES, LLC",ACCENT FOOD SERVICES OR FRONTLINE FOOD SERVICES,RFP,7500,CRR3007,12/09/2024,MA7500NR20000000410V00000983928
MA,7500,NR200000004,10,CITYWIDE VENDING MACHINE SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0.01,0,0,05/28/2020,05/27/2024,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,VC0000102760,ACCENT FOOD SERVICES LLC,ACCENT FOOD SERVICES,RFP,7500,CRR3007,12/09/2024,MA7500NR20000000410VC0000102760
MA,7800,GA220000002,2,OEM PARTS FOR TORO LAWN EQUIPMENT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,660000,374588.53,293001.82,10/28/2021,10/27/2026,10,Competitive Acquisition,10/16/0021,20,Commodities (Goods),1,HIL8312370,HCOP LLC,HILL COUNTRY OUTDOOR POWER,IFB,7800,BRS1026,12/09/2024,MA7800GA2200000022HIL8312370
MA,7800,GA220000026,2,AFTERMARKET PARTS FOR MEDIUM AND HEAVY DUTY VEHICLES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2332000,1400089.07,834583.37,06/25/2022,06/24/2027,10,Competitive Acquisition,05/07/0022,15,Commodities (Goods),1,LON2935250,LONGHORN INTERNATIONAL TRUCKS LTD,"KYRISH TRUCK CENTERS, KYRISH TRUCK CENTERS OF AUSTIN",IFB,7800,BRS1037,12/09/2024,MA7800GA2200000262LON2935250
MA,7800,GA230000012,2,REMANUFACTURED PARTS & SERVICES FOR ALTERNATORS AND STARTERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,360000,64805.7,32975.65,01/29/2023,01/28/2028,10,Competitive Acquisition,01/28/0023,19,Commodities (Goods),1,TEX8308321,MCADAMS GROUP LLC,TEXAS ALTERNATOR STARTER SERVICE,IFB,7800,BRS1056,12/09/2024,MA7800GA2300000122TEX8308321
MA,7800,GA230000013,2,PARTS & ASSOCIATED COMPONENTS FOR FIRE APPARATUS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,120000,63615.91,01/30/2023,01/29/2028,10,Competitive Acquisition,01/28/0023,18,Commodities (Goods),1,VC0000101452,METRO FIRE APPARATUS SPECIALISTS INC,N/A,IFB,7800,BRS1055,12/09/2024,MA7800GA2300000132VC0000101452
MA,7800,GA230000032,2,PARTS & REPAIR SERVICES FOR ENGINE FUEL SYSTEMS COMPONENTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,200000,40000,0,08/01/2023,07/31/2028,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,AUS8300247,AUSTIN FUEL INJECTION & PERFORMANCE CENTER INC,AUSTIN FUEL INJECTION & PERFORMANCE CENTER,IFB,7800,BRS1063,12/09/2024,MA7800GA2300000322AUS8300247
MA,7800,NA210000165,1,NOT AT FAULT CLAIMS (NAFC),,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,420000,125876,20938,12/08/2022,12/07/2024,10,Competitive Acquisition,12/10/0022,11,Non-Professional Services,1,V00000901042,"GALLAGHER BASSETT SERVICES, INC",GALLAGHER BASSETT SERVICES,RFP,7800,JTH3009,12/09/2024,MA7800NA2100001651V00000901042
MA,7800,NA220000043,2,"PARTS, REPAIR SVC., AND PREV MAIN. FOR STREET MAIN EQUIPMENT",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2383080,599994.19,433024.53,01/23/2022,01/22/2027,10,Competitive Acquisition,12/04/0021,27,Non-Professional Services,1,VS0000020688,NUECES FARM CENTER DBA NUECES POWER EQUIPMENT,NUECES POWER EQUIPMENT,IFB,7800,BJT1023REBID,12/09/2024,MA7800NA2200000432VS0000020688
MA,7800,NA220000044,3,VEHICLE TIRE REPAIR AND REPLACEMENT SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,620000,260959.82,176165.18,12/19/2021,12/18/2026,10,Competitive Acquisition,12/11/0021,36,Non-Professional Services,1,VC0000103288,YOUNGBLOOD AUTOMOTIVE & TIRE LLC,YOUNGBLOOD AUTO & TIRE OR YOUNGBLOOD AUTO & TI,IFB,7800,BJT1024,12/09/2024,MA7800NA2200000443VC0000103288
MA,7800,NA220000048,2,OEM PARTS AND REPAIR SERVICES FOR ALLISON TRANSMISSIONS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,768000,312655.39,166474.11,03/27/2022,03/26/2027,10,Competitive Acquisition,03/05/0022,30,Non-Professional Services,1,PER7080520,CLEVELAND MACK SALES INC,PERFORMANCE TRUCK,IFB,7800,BRS1033,12/09/2024,MA7800NA2200000482PER7080520
MA,7800,NA220000109,2,VEHICLE WASHING & CLEANING SERVICES - CENTRAL & NORTH,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,210943.03,121770.48,10/07/2022,10/06/2027,10,Competitive Acquisition,09/03/0022,22,Non-Professional Services,2,V00000983424,"OIL CHANGER, INC.",OIL CHANGERS,IFB,7800,BRS1039,12/09/2024,MA7800NA2200001092V00000983424
MA,7800,NA220000128,2,"REPAIR SERVICES FOR STEERING, SUSPENSION & ALIGNMENT",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,312000,74391.62,42071.49,09/10/2022,09/09/2027,10,Competitive Acquisition,09/03/0022,37,Non-Professional Services,1,RUS8315958,RUSH TRUCK CENTERS OF TEXAS LP,RUSH TRUCK CENTER SAN ANTONIO OR RUSH TRUCK CENTER AUSTIN,IFB,7800,BRS1045,12/09/2024,MA7800NA2200001282RUS8315958
MA,7800,NA230000045,2,REPAIR SERVICES W/ ASSOCIATED PARTS FOR BOATS & BOAT ENGINES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,628000,152028.59,34522.06,06/10/2023,06/09/2028,10,Competitive Acquisition,02/25/0023,24,Non-Professional Services,1,VS0000017989,MARINE OUTLET INC,MARINE OUTLET,IFB,7800,BRS1060,12/09/2024,MA7800NA2300000452VS0000017989
MA,7800,NA230000053,2,OEM PARTS AND REPAIR SERVICES FOR AG TRACTORS - JOHN DEERE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,264000,30936.61,20936.61,12/27/2022,12/26/2027,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000973619,"TELLUS EQUIPMENT SOLUTIONS, LLC",N/A,IFB,7800,BRS1054,12/09/2024,MA7800NA2300000532V00000973619
MA,7800,NA230000055,2,MOBILE WASHING SERVICES FOR REFUSE & SWEEPER TRUCKS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,276000,52380.81,12380.81,12/27/2022,12/26/2027,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,FLE8317740,KEPT COMPANIES INC,FLEETWASH INC,IFB,7800,BRS1042REBID,12/09/2024,MA7800NA2300000552FLE8317740
MA,7800,NA230000122,2,VEHICLE AND EQUIPMENT UPHOLSTORY SERVICES & ASSOCIATED PARTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,280000,53271.04,23234.59,03/21/2023,03/21/2028,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000916994,ON SITE AUTO TRIM INC,"AUSTIN INTERIORS, OR AI AUTOWORKS",IFB,7800,JOG1036,12/09/2024,MA7800NA2300001222V00000916994
MA,7800,NA230000146,2,AUTOMOTIVE AFTER-MARKET & CUSTOM AIR CONDITIONING PARTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,160000,68041.33,48408.14,06/05/2023,06/04/2028,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000973670,"AUSTIN REBUILDERS AC PARTS & HOSES, INC.",N/A,IFB,7800,BRS1067,12/09/2024,MA7800NA2300001462V00000973670
MA,7800,NA230000150,2,VEHICLE DAMAGE AND APPRAISAL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,80000,15920,1470,06/06/2023,06/05/2028,10,Competitive Acquisition,04/26/0023,ADMIN,Non-Professional Services,1,V00000951991,"FULLERTON APPRAISAL SERVICE, INC.",N/A,IFB,7800,BRS1069,12/09/2024,MA7800NA2300001502V00000951991
MA,7800,NA230000167,1,PARTS AND REPAIR SERVICES FOR CUMMINS DIESEL ENGINES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1951800,189632.2,83871.7,07/20/2023,07/19/2028,10,Competitive Acquisition,07/22/0023,53,Non-Professional Services,1,V00000945767,"DOGGETT FREIGHTLINER OF SOUTH TEXAS, LLC",FREIGHTLINER OF AUSTIN,IFB,7800,BRS1065,12/09/2024,MA7800NA2300001671V00000945767
MA,7800,NA230000173,1,"OEM PARTS, REPAIRS, & PM FOR STREET MAINTENANCE EQUIPMENT",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,960000,146500,11887.88,09/14/2023,09/13/2028,10,Competitive Acquisition,09/16/0023,28,Non-Professional Services,1,COO1290250,COOPER EQUIPMENT CO INC,COOPER EQUIPMENT CO,IFB,7800,BRS1066,12/09/2024,MA7800NA2300001731COO1290250
MA,7800,NA240000002,1,VEHICLE AND EQUIPMENT GLASS REPAIR AND REPLACEMENT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,691200,25000,0,11/08/2023,11/07/2028,10,Competitive Acquisition,11/04/0023,7,Non-Professional Services,1,LON7099110,LONGHORN MOBILE GLASS SERVICE INC,N/A,IFB,7800,AAM1000,12/09/2024,MA7800NA2400000021LON7099110
MA,8100,GA230000075,1,BJT BAGGAGE HANDLING SYSTEM REPLACEMENT PARTS (GE PLC'S),,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,700000,0,0,09/22/2023,09/21/2028,10,Competitive Acquisition,09/16/0023,51,Commodities (Goods),1,V00000921838,"EPS LOGIX, INC.",EPS LOGIX,IFB,8100,KMF1012,12/09/2024,MA8100GA2300000751V00000921838
MA,8100,GA230000075,1,BJT BAGGAGE HANDLING SYSTEM REPLACEMENT PARTS (GE PLC'S),,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,700000,0,0,09/22/2023,09/21/2028,10,Competitive Acquisition,09/16/0023,51,Commodities (Goods),2,V00000954507,LIBER HOLDINGS LLC,ROGER BROWN CO,IFB,8100,KMF1012,12/09/2024,MA8100GA2300000751V00000954507
MA,8100,NA220000174,1,"EQUIPMENT, OEM PARTS, REPAIRS & MAINT. -JANITORIAL EQUIPMENT",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,143800,22360.22,16380.54,07/29/2022,07/28/2027,10,Competitive Acquisition,,N/A,Non-Professional Services,1,PRO8305263,"PRO SERVE ENTERPRISE, INC",PRO SERVE,IFB,8100,AMA1073,12/09/2024,MA8100NA2200001741PRO8305263
MA,8100,NA220000188,2,"EV CHARGING STATIONS - MAINTENANCE, REPAIRS, AND SERVICE",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1050000,38425.16,4511.88,09/06/2022,09/05/2027,10,Competitive Acquisition,09/03/0022,45,Non-Professional Services,1,ELK1712500,ELK ELECTRIC INC,N/A,IFB,8100,SLW1058,12/09/2024,MA8100NA2200001882ELK1712500
MA,8100,NA220000188,2,"EV CHARGING STATIONS - MAINTENANCE, REPAIRS, AND SERVICE",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1050000,38425.16,4511.88,09/06/2022,09/05/2027,10,Competitive Acquisition,09/03/0022,45,Non-Professional Services,2,V00000916286,"SMART CHARGE RESIDENTIAL, LLC",SMART CHARGE AMERICA,IFB,8100,SLW1058,12/09/2024,MA8100NA2200001882V00000916286
MA,8100,NA230000035,1,COMMUNICATIONS & MARKETING SUPPORT AUS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2000000,680199.89,336629.89,02/06/2023,02/05/2028,55,Pers / Prof / Plan Svcs (252),01/28/0023,16,Sole and Single Source,1,V00000979905,EIS DESIGN INC.,EIS DESIGN,RFQS,8100,ALD4005,12/09/2024,MA8100NA2300000351V00000979905
MA,8100,NA230000114,1,AIRPORT COMMS CABLE INFRASTRUCTURE MAINT & REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2500000,280000,0,05/18/2023,10/05/2028,10,Competitive Acquisition,05/20/0023,8,Non-Professional Services,1,VS0000036198,"BRYMER COMMUNICATION SERVICES, LLC","BRYCOMM, LLC",RFP,8100,KWT3000,12/09/2024,MA8100NA2300001141VS0000036198
MA,8200,NA190000091,9,ORGANIC WASTE HAULING AND COMPOSTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,145000,79133.08,64133.08,02/28/2019,02/27/2024,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000909850,"CENTRAL WASTE & RECYCLING, INC.",N/A,IFB,8200,SLW1014,12/09/2024,MA8200NA1900000919V00000909850
MA,8200,NA190000091,9,ORGANIC WASTE HAULING AND COMPOSTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,145000,79133.08,64133.08,02/28/2019,02/27/2024,10,Competitive Acquisition,,ADMIN,Non-Professional Services,2,V00000960745,"JJ'S WASTE AND RECYCLING OF TEXAS, LLC",JJ'S WASTERECYCLING OR CENTRAL WASTE AND RECYCLING LLC,IFB,8200,SLW1014,12/09/2024,MA8200NA1900000919V00000960745
MA,8200,NA190000091,9,ORGANIC WASTE HAULING AND COMPOSTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,145000,79133.08,64133.08,02/28/2019,02/27/2024,10,Competitive Acquisition,,ADMIN,Non-Professional Services,3,V00000971312,"INTEGRATED WASTE SOLUTIONS GROUP, LLC","CENTRAL TEXAS REFUSE, LLC",IFB,8200,SLW1014,12/09/2024,MA8200NA1900000919V00000971312
MA,8200,NA220000011,3,"INSPECTION, TESTING, CERTIFICATION & REPAIR - HOISTING EQUIP",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,300000,19150,3000,02/28/2022,02/28/2027,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000912810,SHUR-RIG LLC,N/A,IFB,8200,AMA1057,12/09/2024,MA8200NA2200000113V00000912810
MA,8200,NR230000002,2,REVENUE-AUDIO VISUAL & RIGGING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0,0,0,08/29/2023,08/28/2025,10,Competitive Acquisition,07/22/0023,34,Non-Professional Services,1,V00000913236,FREEMAN DECORATING CO,FREEMAN,RFP,8200,AVB3017,12/09/2024,MA8200NR2300000022V00000913236
MA,8300,GA240000003,1,"EXERCISE, FITNESS EQUIPMENT",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,125000,47281.84,0,10/05/2023,10/04/2028,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,V00000985222,"JOHNSON HEALTH TECH RETAIL, INC.",JOHNSON FITNESS & WELLNESS,IFB,8300,MLJ1016,12/09/2024,MA8300GA2400000031V00000985222
CT,6100,23031300282,2,AFS LEAD REMEDIATION,,Contract and Land Management Department,unknown,unknown,169659.2,169659.2,80221.8,07/17/2023,,10,Competitive Acquisition,03/25/0023,12,Non-Professional Services,1,V00000907159,"1 PRIORITY ENVIRONMENTAL SERVICES, LLC",N/A,IFB,6100,CLMC952,12/09/2024,CT6100230313002822V00000907159
CT,6100,23031300283,4,DUNCAN NEIGHBORHOOD PARK,,Contract and Land Management Department,unknown,unknown,1359046.71,1359046.71,959437.38,06/30/2023,,10,Competitive Acquisition,03/25/0023,28,Construction,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC945,12/09/2024,CT6100230313002834MUN7143465
CT,6100,23032300302,2,AEDP BUILDING DEMOLITION,,Contract and Land Management Department,unknown,unknown,3501472,3501472,3078577.08,08/11/2023,,10,Competitive Acquisition,03/25/0023,7,Construction,1,STR7090820,"STR CONSTRUCTORS, LLC",N/A,IFB,6100,CLMC957,12/09/2024,CT6100230323003022STR7090820
MA,6100,SA180000002,11,FALLWELL LANE CAPITAL RENEWAL,,Capital Contracting Office,unknown,unknown,3000000,3000000,2727462.59,10/04/2017,08/03/2026,55,Pers / Prof / Plan Svcs (252),08/05/0017,53,Sole and Single Source,1,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP225,12/09/2024,MA6100SA18000000211HAL7038625
